Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 11.59ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 15.85ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 12.64ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 19.88ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 19.62ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 14.62ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 31.66ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 19.64ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 23.62ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 30.66ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 15.47ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 11.10ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 18.83ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 16.89ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 16.65ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 18.69ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 25.68ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 18.67ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 25.69ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 30.40ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 15.09ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 33.42ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 25.05ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 26.43ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 22.80ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 10.69ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 20.68ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 18.45ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 20.88ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 27.86ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 27.44ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 22.09ms
32 sent, 32 received, 0% loss
