Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 12.54ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 35.18ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 18.86ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 16.49ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 19.87ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 31.65ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 27.11ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 24.87ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 30.44ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 19.00ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 12.02ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 19.42ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 17.79ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 24.00ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 24.70ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 12.85ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 19.90ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 17.67ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 23.59ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 24.98ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 33.63ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 18.62ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 34.72ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 10.66ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 25.67ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 22.65ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 26.64ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 24.93ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 24.92ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 25.03ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 20.83ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 28.39ms
32 sent, 32 received, 0% loss
