Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 11.53ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 25.95ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 18.63ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 20.60ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 41.61ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 17.59ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 18.61ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 17.33ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 25.97ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 24.63ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 13.65ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 18.66ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 31.65ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 34.63ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 23.64ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 27.65ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 22.61ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 23.66ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 24.66ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 24.63ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 26.62ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 22.62ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 24.65ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 24.67ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 10.71ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 26.62ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 16.57ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 19.57ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 32.83ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 17.62ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 12.44ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 19.89ms
32 sent, 32 received, 0% loss
