Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 10.50ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 20.01ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 17.66ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 22.66ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 18.65ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 12.61ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 18.68ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 17.47ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 24.76ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 24.62ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 26.62ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 22.71ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 10.62ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 12.71ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 26.61ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 19.60ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 27.63ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 24.61ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 24.65ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 26.60ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 22.50ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 32.45ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 18.26ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 24.52ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 23.93ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 24.65ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 18.75ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 30.63ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 24.72ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 24.58ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 24.62ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 17.65ms
32 sent, 32 received, 0% loss
