Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 11.70ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 21.97ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 19.62ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 26.63ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 21.70ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 24.60ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 20.85ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 28.89ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 24.65ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 24.65ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 30.85ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 18.63ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 25.22ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 24.67ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 25.67ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 23.67ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 17.44ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 32.89ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 24.11ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 24.70ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 25.66ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 21.63ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 26.67ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 29.66ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 18.67ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 24.65ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 18.47ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 33.86ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 14.65ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 31.85ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 10.44ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 18.85ms
32 sent, 32 received, 0% loss
