Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 12.88ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 17.00ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 19.80ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 14.97ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 32.84ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 24.35ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 18.79ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 23.02ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 32.68ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 24.92ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 30.67ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 18.66ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 27.59ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 20.60ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 25.60ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 34.12ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 24.53ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 23.59ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 18.71ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 22.62ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 24.60ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 18.37ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 30.89ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 33.83ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 14.70ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 25.61ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 20.84ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 28.72ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 29.50ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 19.80ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 25.48ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 34.09ms
32 sent, 32 received, 0% loss
