Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 10.53ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 25.92ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 30.65ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 32.55ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 22.64ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 17.59ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 31.71ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 24.64ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 29.65ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 19.60ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 28.69ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 20.65ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 38.65ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 9.64ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 25.65ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 25.65ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 23.59ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 72.67ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 26.64ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 11.65ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 32.52ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 29.86ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 24.66ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 30.62ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 18.64ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 14.75ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 19.69ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 35.61ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 30.69ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 22.55ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 34.64ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 17.50ms
32 sent, 32 received, 0% loss
