Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 11.56ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 22.97ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 18.56ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 20.20ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 23.71ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 22.88ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 25.68ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 24.60ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 26.63ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 22.83ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 12.98ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 20.94ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 18.67ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 21.64ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 24.71ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 11.64ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 18.61ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 18.62ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 24.63ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 24.63ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 30.63ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 19.68ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 23.61ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 24.67ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 25.66ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 20.67ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 27.68ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 24.66ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 34.66ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 18.61ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 13.68ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 31.61ms
32 sent, 32 received, 0% loss
