Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 13.52ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 23.23ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 11.63ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 22.67ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 30.62ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 13.62ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 29.39ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 25.12ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 25.65ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 23.64ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 13.64ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 19.60ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 20.77ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 19.64ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 24.67ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 19.65ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 32.69ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 24.87ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 21.65ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 25.87ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 23.67ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 21.67ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 28.90ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 22.46ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 25.11ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 23.67ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 19.48ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 29.65ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 25.63ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 25.70ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 23.81ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 20.63ms
32 sent, 32 received, 0% loss
