Ping: 00:06:66:4D:F4:AE from 00:15:83:0C:BF:EB (data size 44) ...
4 bytes from 00:06:66:4D:F4:AE id 0 time 31.94ms
4 bytes from 00:06:66:4D:F4:AE id 1 time 11.87ms
4 bytes from 00:06:66:4D:F4:AE id 2 time 32.91ms
4 bytes from 00:06:66:4D:F4:AE id 3 time 27.85ms
4 bytes from 00:06:66:4D:F4:AE id 4 time 16.86ms
4 bytes from 00:06:66:4D:F4:AE id 5 time 40.87ms
4 bytes from 00:06:66:4D:F4:AE id 6 time 15.89ms
4 bytes from 00:06:66:4D:F4:AE id 7 time 35.90ms
4 bytes from 00:06:66:4D:F4:AE id 8 time 14.86ms
4 bytes from 00:06:66:4D:F4:AE id 9 time 40.88ms
4 bytes from 00:06:66:4D:F4:AE id 10 time 28.91ms
4 bytes from 00:06:66:4D:F4:AE id 11 time 47.91ms
4 bytes from 00:06:66:4D:F4:AE id 12 time 27.88ms
4 bytes from 00:06:66:4D:F4:AE id 13 time 7.87ms
4 bytes from 00:06:66:4D:F4:AE id 14 time 50.91ms
4 bytes from 00:06:66:4D:F4:AE id 15 time 16.86ms
4 bytes from 00:06:66:4D:F4:AE id 16 time 20.88ms
4 bytes from 00:06:66:4D:F4:AE id 17 time 27.86ms
4 bytes from 00:06:66:4D:F4:AE id 18 time 14.87ms
4 bytes from 00:06:66:4D:F4:AE id 19 time 12.87ms
4 bytes from 00:06:66:4D:F4:AE id 20 time 35.90ms
4 bytes from 00:06:66:4D:F4:AE id 21 time 19.88ms
4 bytes from 00:06:66:4D:F4:AE id 22 time 30.87ms
4 bytes from 00:06:66:4D:F4:AE id 23 time 8.88ms
4 bytes from 00:06:66:4D:F4:AE id 24 time 30.90ms
4 bytes from 00:06:66:4D:F4:AE id 25 time 28.88ms
4 bytes from 00:06:66:4D:F4:AE id 26 time 27.87ms
4 bytes from 00:06:66:4D:F4:AE id 27 time 28.90ms
4 bytes from 00:06:66:4D:F4:AE id 28 time 15.92ms
4 bytes from 00:06:66:4D:F4:AE id 29 time 12.87ms
4 bytes from 00:06:66:4D:F4:AE id 30 time 39.88ms
4 bytes from 00:06:66:4D:F4:AE id 31 time 20.91ms
32 sent, 32 received, 0% loss
