Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 12.86ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 12.99ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 26.15ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 12.85ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 20.62ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 26.25ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 18.61ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 20.62ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 18.64ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 30.39ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 30.99ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 19.81ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 23.91ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 14.87ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 20.62ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 11.87ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 10.69ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 20.51ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 29.82ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 21.36ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 10.89ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 32.28ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 24.64ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 30.68ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 19.82ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 23.63ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 25.71ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 23.41ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 31.16ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 19.62ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 32.88ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 21.51ms
32 sent, 32 received, 0% loss
