Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 11.51ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 26.98ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 23.88ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 16.64ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 23.66ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 33.65ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 31.63ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 13.46ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 19.93ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 36.63ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 24.68ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 24.67ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 32.71ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 13.63ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 26.65ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 21.74ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 23.66ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 26.45ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 27.10ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 25.68ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 20.65ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 30.70ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 47.88ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 29.65ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 26.64ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 10.64ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 31.70ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 39.42ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 23.06ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 10.62ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 22.58ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 23.95ms
32 sent, 32 received, 0% loss
