Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 14.56ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 22.90ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 30.68ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 12.65ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 19.75ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 10.66ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 19.65ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 19.66ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 23.67ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 22.65ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 16.65ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 17.66ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 18.66ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 20.67ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 24.65ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 31.67ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 16.62ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 25.67ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 24.46ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 33.87ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 13.60ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 26.66ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 28.68ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 30.64ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 18.64ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 13.68ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 31.67ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 24.64ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 24.70ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 24.63ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 14.51ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 10.84ms
32 sent, 32 received, 0% loss
