Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 13.70ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 21.99ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 35.66ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 17.62ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 24.62ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 20.48ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 28.90ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 24.61ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 31.43ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 17.80ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 17.70ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 30.66ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 24.63ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 28.61ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 22.50ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 32.94ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 20.91ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 18.66ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 29.66ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 20.63ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 29.65ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 18.51ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 38.91ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 13.63ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 21.62ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 33.64ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 20.61ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 35.62ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 20.62ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 19.62ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 21.71ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 20.72ms
32 sent, 32 received, 0% loss
