Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 13.71ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 24.77ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 17.75ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 17.47ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 26.06ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 28.61ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 20.54ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 24.50ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 24.59ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 24.58ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 23.55ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 25.54ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 24.67ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 24.67ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 25.43ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 15.73ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 33.61ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 23.51ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 24.68ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 24.74ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 14.82ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 21.64ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 19.65ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 17.60ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 22.70ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 20.65ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 29.64ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 26.60ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 22.61ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 26.68ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 26.63ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 20.61ms
32 sent, 32 received, 0% loss
