Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 13.52ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 22.99ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 18.66ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 20.68ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 18.64ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 16.54ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 32.82ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 24.49ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 27.76ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 21.04ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 12.63ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 19.89ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 18.60ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 25.64ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 21.63ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 33.69ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 18.68ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 21.58ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 25.06ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 24.64ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 25.66ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 11.66ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 19.67ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 26.68ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 17.47ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 18.66ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 27.94ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 24.67ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 24.65ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 24.66ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 14.64ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 19.67ms
32 sent, 32 received, 0% loss
