Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 11.52ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 13.98ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 32.62ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 33.62ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 10.62ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 9.65ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 20.62ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 19.65ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 32.62ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 19.62ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 19.62ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 30.63ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 21.61ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 27.62ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 32.61ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 16.66ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 24.62ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 24.62ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 25.61ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 30.63ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 33.62ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 17.90ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 17.59ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 26.69ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 23.65ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 30.63ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 21.61ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 24.63ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 23.65ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 24.68ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 16.61ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 21.62ms
32 sent, 32 received, 0% loss
