Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 13.55ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 11.96ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 20.37ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 34.03ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 17.82ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 12.00ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 18.66ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 18.68ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 19.65ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 24.91ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 20.68ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 18.39ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 33.91ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 31.92ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 18.88ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 9.67ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 20.63ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 23.62ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 12.64ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 28.64ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 31.32ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 20.22ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 22.64ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 25.45ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 23.48ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 27.72ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 17.88ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 31.67ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 13.35ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 33.24ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 19.58ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 29.94ms
32 sent, 32 received, 0% loss
