Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 11.82ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 32.85ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 33.22ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 22.97ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 25.59ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 24.66ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 24.16ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 25.38ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 28.65ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 21.17ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 19.89ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 29.69ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 38.48ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 14.70ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 20.70ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 13.55ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 20.22ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 19.94ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 20.18ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 30.61ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 28.93ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 16.92ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 23.86ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 23.85ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 26.72ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 26.55ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 19.94ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 24.93ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 28.77ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 22.86ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 32.98ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 19.45ms
32 sent, 32 received, 0% loss
