Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 11.70ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 10.95ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 12.03ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 20.64ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 18.89ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 25.60ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 23.56ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 19.56ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 35.03ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 17.72ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 27.88ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 30.61ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 18.60ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 31.68ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 17.64ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 13.65ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 31.59ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 17.72ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 20.88ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 30.65ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 21.82ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 18.67ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 19.65ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 23.65ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 20.65ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 33.67ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 17.52ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 19.06ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 23.66ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 29.59ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 30.69ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 19.66ms
32 sent, 32 received, 0% loss
