Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 11.54ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 29.94ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 22.61ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 24.75ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 34.11ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 11.39ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 25.88ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 28.10ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 20.60ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 24.63ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 23.66ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 19.61ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 52.73ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 29.67ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 22.84ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 26.67ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 16.65ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 46.49ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 28.87ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 34.12ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 21.65ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 20.65ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 28.90ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 28.42ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 21.88ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 22.64ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 24.93ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 21.61ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 12.65ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 20.62ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 28.49ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 21.02ms
32 sent, 32 received, 0% loss
