Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 12.50ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 11.13ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 20.63ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 12.63ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 31.63ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 13.64ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 18.86ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 21.66ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 31.64ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 19.61ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 20.65ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 26.63ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 24.67ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 22.64ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 26.67ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 11.46ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 19.87ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 21.60ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 17.64ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 28.70ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 26.62ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 11.61ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 33.66ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 17.62ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 20.65ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 9.62ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 29.62ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 24.61ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 14.70ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 30.64ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 17.61ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 31.65ms
32 sent, 32 received, 0% loss
