Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 10.52ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 12.73ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 10.87ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 24.61ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 32.54ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 27.83ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 19.74ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 17.45ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 24.85ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 11.41ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 24.86ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 16.61ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 24.64ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 22.42ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 23.16ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 43.41ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 25.10ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 30.64ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 25.65ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 24.60ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 23.64ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 17.62ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 31.65ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 24.61ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 24.65ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 24.64ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 18.64ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 30.42ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 25.83ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 23.75ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 24.68ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 20.70ms
32 sent, 32 received, 0% loss
