Ping: 00:06:66:4D:F4:AE from 00:15:83:0C:BF:EB (data size 44) ...
4 bytes from 00:06:66:4D:F4:AE id 0 time 25.93ms
4 bytes from 00:06:66:4D:F4:AE id 1 time 16.86ms
4 bytes from 00:06:66:4D:F4:AE id 2 time 12.89ms
4 bytes from 00:06:66:4D:F4:AE id 3 time 28.86ms
4 bytes from 00:06:66:4D:F4:AE id 4 time 7.87ms
4 bytes from 00:06:66:4D:F4:AE id 5 time 48.88ms
4 bytes from 00:06:66:4D:F4:AE id 6 time 14.87ms
4 bytes from 00:06:66:4D:F4:AE id 7 time 32.88ms
4 bytes from 00:06:66:4D:F4:AE id 8 time 29.89ms
4 bytes from 00:06:66:4D:F4:AE id 9 time 19.90ms
4 bytes from 00:06:66:4D:F4:AE id 10 time 30.88ms
4 bytes from 00:06:66:4D:F4:AE id 11 time 47.87ms
4 bytes from 00:06:66:4D:F4:AE id 12 time 29.88ms
4 bytes from 00:06:66:4D:F4:AE id 13 time 28.87ms
4 bytes from 00:06:66:4D:F4:AE id 14 time 9.89ms
4 bytes from 00:06:66:4D:F4:AE id 15 time 38.87ms
4 bytes from 00:06:66:4D:F4:AE id 16 time 17.88ms
4 bytes from 00:06:66:4D:F4:AE id 17 time 30.89ms
4 bytes from 00:06:66:4D:F4:AE id 18 time 12.89ms
4 bytes from 00:06:66:4D:F4:AE id 19 time 10.88ms
4 bytes from 00:06:66:4D:F4:AE id 20 time 30.88ms
4 bytes from 00:06:66:4D:F4:AE id 21 time 20.89ms
4 bytes from 00:06:66:4D:F4:AE id 22 time 7.88ms
4 bytes from 00:06:66:4D:F4:AE id 23 time 28.89ms
4 bytes from 00:06:66:4D:F4:AE id 24 time 7.88ms
4 bytes from 00:06:66:4D:F4:AE id 25 time 36.89ms
4 bytes from 00:06:66:4D:F4:AE id 26 time 17.88ms
4 bytes from 00:06:66:4D:F4:AE id 27 time 29.90ms
4 bytes from 00:06:66:4D:F4:AE id 28 time 30.89ms
4 bytes from 00:06:66:4D:F4:AE id 29 time 28.89ms
4 bytes from 00:06:66:4D:F4:AE id 30 time 45.88ms
4 bytes from 00:06:66:4D:F4:AE id 31 time 16.87ms
32 sent, 32 received, 0% loss
