Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 14.53ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 14.97ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 24.54ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 15.24ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 27.86ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 16.63ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 18.71ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 19.65ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 24.65ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 24.65ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 35.59ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 17.45ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 20.90ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 24.65ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 24.65ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 28.47ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 20.72ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 24.56ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 24.56ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 30.57ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 14.01ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 29.71ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 24.60ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 24.62ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 24.65ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 13.62ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 18.47ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 18.62ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 23.49ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 23.68ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 16.58ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 32.49ms
32 sent, 32 received, 0% loss
