Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 24.67ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 11.07ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 20.42ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 28.22ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 23.75ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 22.85ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 19.83ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 32.59ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 22.62ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 24.85ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 24.66ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 32.66ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 25.67ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 24.45ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 17.11ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 31.44ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 18.06ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 33.65ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 16.51ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 22.10ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 28.66ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 14.68ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 29.66ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 31.48ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 20.83ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 23.91ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 34.67ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 26.66ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 23.70ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 13.58ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 24.64ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 29.64ms
32 sent, 32 received, 0% loss
