Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 14.54ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 22.97ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 21.63ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 10.62ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 19.64ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 24.65ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 18.62ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 25.46ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 25.04ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 22.44ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 28.90ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 18.83ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 21.86ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 32.21ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 22.61ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 24.64ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 18.66ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 33.12ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 10.63ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 10.89ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 12.89ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 33.65ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 28.82ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 30.50ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 18.79ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 13.98ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 20.83ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 17.52ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 10.77ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 20.70ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 28.36ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 17.57ms
32 sent, 32 received, 0% loss
