Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 9.91ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 10.96ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 24.58ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 11.20ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 20.67ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 26.95ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 23.60ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 21.86ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 29.98ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 19.59ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 19.88ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 20.93ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 26.29ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 24.96ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 24.43ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 26.07ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 30.93ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 18.63ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 10.66ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 20.61ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 14.65ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 19.54ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 32.92ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 22.38ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 24.78ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 25.12ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 17.87ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 32.60ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 23.88ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 24.64ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 33.63ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 18.62ms
32 sent, 32 received, 0% loss
