Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 13.74ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 31.95ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 21.66ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 19.48ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 23.57ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 33.52ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 18.37ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 22.74ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 30.69ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 24.95ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 23.58ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 22.97ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 34.86ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 10.79ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 28.52ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 21.05ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 20.93ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 14.80ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 13.02ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 25.71ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 24.75ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 10.87ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 28.83ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 22.81ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 10.81ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 25.79ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 30.81ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 17.57ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 27.99ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 32.04ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 23.72ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 18.83ms
32 sent, 32 received, 0% loss
