Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 18.52ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 12.97ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 20.65ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 26.68ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 22.39ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 29.75ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 18.85ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 22.81ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 24.63ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 25.62ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 27.85ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 19.77ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 26.63ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 23.64ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 24.66ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 24.66ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 18.87ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 30.42ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 29.88ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 20.60ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 23.64ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 17.67ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 31.39ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 30.87ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 20.77ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 22.89ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 16.62ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 32.65ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 29.60ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 18.64ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 10.63ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 20.62ms
32 sent, 32 received, 0% loss
