Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 10.59ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 23.85ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 30.52ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 11.07ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 19.78ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 28.73ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 20.69ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 24.65ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 24.66ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 24.62ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 25.59ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 23.98ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 24.69ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 32.72ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 18.63ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 15.65ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 31.63ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 30.58ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 21.63ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 21.47ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 21.88ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 27.73ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 23.62ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 26.64ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 22.60ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 17.24ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 31.39ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 24.88ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 29.70ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 19.65ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 28.62ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 20.63ms
32 sent, 32 received, 0% loss
