Ping: 00:06:66:4D:F0:2F from 00:24:7E:77:86:83 (data size 44) ...
4 bytes from 00:06:66:4D:F0:2F id 0 time 10.52ms
4 bytes from 00:06:66:4D:F0:2F id 1 time 24.98ms
4 bytes from 00:06:66:4D:F0:2F id 2 time 30.67ms
4 bytes from 00:06:66:4D:F0:2F id 3 time 13.80ms
4 bytes from 00:06:66:4D:F0:2F id 4 time 12.64ms
4 bytes from 00:06:66:4D:F0:2F id 5 time 24.66ms
4 bytes from 00:06:66:4D:F0:2F id 6 time 18.41ms
4 bytes from 00:06:66:4D:F0:2F id 7 time 30.09ms
4 bytes from 00:06:66:4D:F0:2F id 8 time 9.67ms
4 bytes from 00:06:66:4D:F0:2F id 9 time 20.67ms
4 bytes from 00:06:66:4D:F0:2F id 10 time 32.64ms
4 bytes from 00:06:66:4D:F0:2F id 11 time 20.90ms
4 bytes from 00:06:66:4D:F0:2F id 12 time 31.68ms
4 bytes from 00:06:66:4D:F0:2F id 13 time 22.84ms
4 bytes from 00:06:66:4D:F0:2F id 14 time 17.45ms
4 bytes from 00:06:66:4D:F0:2F id 15 time 29.05ms
4 bytes from 00:06:66:4D:F0:2F id 16 time 18.46ms
4 bytes from 00:06:66:4D:F0:2F id 17 time 18.83ms
4 bytes from 00:06:66:4D:F0:2F id 18 time 20.90ms
4 bytes from 00:06:66:4D:F0:2F id 19 time 27.38ms
4 bytes from 00:06:66:4D:F0:2F id 20 time 31.91ms
4 bytes from 00:06:66:4D:F0:2F id 21 time 21.22ms
4 bytes from 00:06:66:4D:F0:2F id 22 time 30.67ms
4 bytes from 00:06:66:4D:F0:2F id 23 time 15.45ms
4 bytes from 00:06:66:4D:F0:2F id 24 time 28.89ms
4 bytes from 00:06:66:4D:F0:2F id 25 time 23.65ms
4 bytes from 00:06:66:4D:F0:2F id 26 time 22.88ms
4 bytes from 00:06:66:4D:F0:2F id 27 time 30.91ms
4 bytes from 00:06:66:4D:F0:2F id 28 time 29.65ms
4 bytes from 00:06:66:4D:F0:2F id 29 time 19.68ms
4 bytes from 00:06:66:4D:F0:2F id 30 time 17.40ms
4 bytes from 00:06:66:4D:F0:2F id 31 time 25.15ms
32 sent, 32 received, 0% loss
